Gene_ID,AJ1,AJ2,AJ3,AJ4,AJ5,AJ6,,,avg-con,avg-si2
BMS1P17,0,0,0.00870446,0,0.0110007,0.0104924,,,,
CTC-360P9.3,0,0,0,0,0,0,,,,
CS,54.1869,57.1354,52.7935,53.54,54.0936,53.2736,,,,
SLC7A2,3.19972,3.00832,2.8584,2.85137,2.84391,3.04687,,,,
RPS23,181.242,187.983,211.242,188.773,185.845,184.195,,,,
VSTM1,0.54546,0.62547,0.515299,1.03652,0.601141,0.573366,,,,
FAM96B,74.7037,81.0083,87.8564,91.9743,90.8363,92.8656,,,,
CCDC54,0,0,0.0165926,0,0,0,,,,
MOSPD3,11.6304,12.5142,11.3288,15.0098,12.4963,13.3952,,,,
TMPRSS4-AS1,0,0,0,0,0,0,,,,
C11orf40,0,0,0,0,0,0,,,,
CLEC2B,2.06943,2.15882,2.67935,2.15608,2.49294,2.13731,,,,
PCDHGB1,2.27734,2.34903,2.09725,2.36703,2.60424,3.07367,,,,
PHKA2-AS1,0.106358,0.0725944,0.0331242,0.0641612,0.0784921,0.0399283,,,,
HCG4B,0,0,0,0,0,0,,,,
LINC00487,0,0,0,0,0,0,,,,
ITGB3,2.98664,2.89105,2.60908,3.23499,2.81223,3.44652,,,,
LOC101928611,0,0,0,0,0,0,,,,
SHISA9,0.00253782,0.0086898,0.00922113,0.0187543,0.016388,0.00666914,,,,
SNORD116-4,0,0,0,0,0,0,,,,
RP2,14.9567,14.9797,14.7748,12.7467,14.2182,15.1985,,,,
GAN,2.0831,1.6916,1.43893,1.50234,1.5255,1.67935,,,,
EPHA1-AS1,0.0309667,0.0180833,0.0356304,0.0072648,0.0213299,0.0158234,,,,
MIR374C,0,0,0,0,0,0,,,,
INO80B,9.41472,6.53082,8.53156,11.6596,10.1192,9.96393,,,,
TAS2R46,0.0572131,0.0109342,0,0.0483199,0.0354675,0.12028,,,,
VSX1,0.117523,0.056025,0.0392718,0.0722175,0.0729408,0.177886,,,,
CCDC178,0,0.0101874,0.0116213,0,0,0,,,,
LINC01080,0,0,0,0,0.0411925,0.0523857,,,,
ZNF33BP1,0.0160487,0.0153356,0,0,0.0165815,0,,,,
POLR2K,51.0459,49.1711,54.4148,51.6029,53.2329,54.3803,,,,
PSCA,0.102453,0.048951,0.0558393,0.107032,0.0837999,0.0266417,,,,
ST6GALNAC5,0.462392,0.225256,0.247073,0.258432,0.234188,0.226346,,,,
IFT74,13.3263,12.695,14.1,10.4979,10.8716,10.4541,,,,
OLFML1,0.0920612,0.0586473,0.0735907,0.045355,0.0380471,0.0241928,,,,
GHSR,0,0.00563281,0,0,0.02418,0,,,,
HGS,60.465,60.3489,58.6167,73.0124,64.6489,63.663,,,,
WDR93,0.0156227,0.0183318,0,0,0.0161413,0,,,,
TMED7,29.491,27.4879,27.0987,29.158,36.1732,38.3187,,,,
MIR4692,0,0,0,0,0,0,,,,
LOC101929681,0,0,0,0,0,0,,,,
MTRNR2L5,0,0,0,0,0.0111664,0,,,,
IGBP1,44.2412,46.1277,51.9241,46.6394,46.716,45.1954,,,,
PSMB5,158.978,162.143,178.637,161.711,155.972,153.73,,,,
HOXD4,1.77769,1.81486,1.73902,1.97296,1.93091,1.89659,,,,
FOXO3B,2.36653,2.34899,2.14596,2.02843,2.0706,2.13415,,,,
OR6C70,0,0,0,0,0,0,,,,
GMPR,22.8524,22.7497,24.4551,15.3379,14.8803,14.2281,,,,
MIR8085,0,0,0,0,0,0,,,,
SPIRE1,16.6219,15.7509,15.7533,18.7,19.0575,19.3198,,,,
MIR152,0,0,0,0,0,0,,,,
PLVAP,0.0159946,0.0229259,0,0,0.00826282,0.0210162,,,,
LOC101927431,0,0,0,0,0,0,,,,
CTD-2151A2.1,0,0,0,0.0105737,0,0,,,,
PTCH1,1.61303,1.56894,1.44777,1.04516,1.12381,1.23071,,,,
LOC340107,0,0,0,0,0,0,,,,
DNAJA1,111.983,114.978,118.699,149.245,155.736,157.774,,,,
LINC00478,0.0627673,0.0580588,0.0634383,0.0670415,0.10073,0.0598752,,,,
MAN2C1,9.61029,9.55619,9.76712,9.63634,8.98986,8.57336,,,,
DDB2,6.73551,6.60004,6.45174,6.6849,7.1154,6.24014,,,,
CCDC51,8.48225,9.3678,10.2668,7.90416,8.62838,7.21329,,,,
SMAP1,10.0445,9.79789,10.277,20.8855,20.078,20.654,,,,
CEACAM8,0,0,0,0,0,0,,,,
C16orf71,0.0595911,0.0949057,0.0577396,0.0279602,0.00684106,0.0608999,,,,
PHACTR4,9.29632,9.35833,8.34529,6.6964,6.56506,6.46279,,,,
LINC00662,2.03689,1.8435,2.50396,2.17877,2.04889,2.15761,,,,
ZCWPW2,0.683733,0.664243,0.695613,0.613545,0.506277,0.763633,,,,
PPP1R1C,1.81955,1.6825,1.82057,1.10666,1.00362,0.986079,,,,
ZNF674,1.71972,1.9131,1.86235,1.75577,2.05003,1.85159,,,,
MIR3615,0,0,0,3.30E-05,0,0,,,,
LOC101927280,0,0,0,0,0,0,,,,
PLOD1,66.3383,67.268,69.013,69.1644,65.9467,67.1909,,,,
LAMC3,0.00280879,0,0,0.00296524,0,0,,,,
SNORD114-22,0,0,0,0,0,0,,,,
ARHGAP40,6.22615,5.70913,5.28547,5.2982,4.90587,4.94157,,,,
LOC101927285,0,0,0,0,0,0,,,,
ST18,0,0.00258229,0,0.00570578,0,0,,,,
ARL11,0,0.00445014,0,0,0,0,,,,
DSG4,0,0,0,0,0,0.00644173,,,,
LOC102546299,0,0,0,0,0,0,,,,
FOXK1,5.32522,5.04687,4.74231,5.33877,5.06804,5.08402,,,,
MIR524,0,0,0,0,0,0,,,,
RYBP,11.5225,11.3684,11.2207,10.3236,11.0305,11.0244,,,,
KIAA1024,0.364607,0.375022,0.361558,0.553317,0.546756,0.545615,,,,
STARD5,0.313319,0.427712,0.406586,0.567037,0.616613,0.490103,,,,
MIR4449,0,0,0,0,0,0,,,,
TMPO-AS1,1.08107,1.04374,1.09293,1.28912,1.36582,1.28063,,,,
C1QTNF9B,0,0,0,0,0,0,,,,
LIPJ,0.0129572,0,0.0988673,0,0,0.0681003,,,,
TBX22,0,0,0,0,0,0,,,,
MT1DP,0.105061,0,0.229044,0,0.108549,0.138045,,,,
RNF148,0.0302214,0.043318,0.0494141,0.0159524,0.0156124,0.0198548,,,,
LTF,0.258873,0.226757,0.211637,0.379575,0.260039,0.236213,,,,
EFNA3,0.787922,0.742875,0.870322,1.53053,1.30253,0.952468,,,,
ZNF883,0.0609445,0.0436775,0.0664323,0.040212,0.0550969,0.0400391,,,,
ECD,15.5531,16.0371,15.6996,16.7268,17.4598,17.7683,,,,
LOC100129427,0,0,0,0,0,0,,,,
OTULIN,5.35413,5.24579,4.6751,6.14536,6.68407,6.67314,,,,
NTF4,0,0.0199633,0.136636,0.0661656,0.0647554,0.0549009,,,,
LOC100134868,0.994989,0.985995,1.11806,1.14119,1.20571,1.12982,,,,
SLC9C2,0.0823406,0.0562015,0.0170962,0.0413939,0.10533,0.0515198,,,,
CEP83-AS1,0.287581,0.241291,0.237019,0.222147,0.159435,0.147461,,,,
C16orf96,0.00514026,0.00491188,0.00560312,0,0.0159328,0.0135081,,,,
GPANK1,0,0,0,0,0,0,,,,
MT4,0,0,0,0,0,0,,,,
LOC388282,0.0458344,0.189791,0.133231,0.112904,0.220995,0.180673,,,,
ATP6V0A4,2.87437,2.88665,2.68665,2.19402,2.35915,2.46914,,,,
TASP1,2.61625,2.52213,2.54057,1.79244,1.61868,1.87599,,,,
LOC650368,0.237771,0.18882,0.224861,0.15359,0.213135,0.131245,,,,
LOC401286,0,0.00733195,0.00418189,0.00405013,0.0158552,0,,,,
KIF18A,12.6741,12.8151,12.0206,12.232,13.3942,13.1877,,,,
ST13,34.7961,35.4716,38.1318,33.5489,33.7795,34.4191,,,,
EIF1AX,33.6924,33.9267,33.8526,32.3642,36.3004,37.8466,,,,
RBMY1A3P,0,0,0,0,0,0,,,,
LINC00595,0.0496131,0.0237044,0.108161,0.0523766,0,0.0325946,,,,
OR11G2,0,0,0,0,0,0,,,,
PDE9A,0.356304,0.436151,0.443839,0.852416,0.815779,0.838693,,,,
TOMM7,115.098,112.237,123.018,118.272,118.306,121.72,,,,
BBS1,3.66189,3.4242,3.14768,3.73332,3.15109,3.23061,,,,
MIR92A2,0,0,0,0,0,0,,,,
AP2B1,112.796,116.364,109.484,109.506,115.057,112.844,,,,
OR6B2,0,0,0,0,0,0,,,,
MIR6818,0,0,0,0,0,0,,,,
HLX-AS1,0.139427,0.0444108,0.0506607,0,0.0480188,0,,,,
EFNA2,0.0256533,0.0245135,0.0186422,0.063192,0.0530101,0.0674146,,,,
URM1,14.3744,16.1813,15.9083,18.1499,18.1623,18.1005,,,,
RTP3,0,0.0259193,0,0.0859059,0.05605,0.0356402,,,,
ADAM12,0.456043,0.39018,0.359762,0.56061,0.601043,0.662329,,,,
RNF24,12.6516,12.3793,10.5945,13.6282,14.1622,14.3119,,,,
SIN3A,10.1974,10.8373,9.69687,9.36711,9.43111,8.97209,,,,
CHMP7,13.0957,13.8664,13.6836,16.6883,15.7508,16.9491,,,,
TUSC7,0,0,0,0,0,0,,,,
SNORD45A,588.169,499.588,213.71,551.939,742.741,257.609,,,,
ATRIP,3.78975,3.7494,3.84022,3.67501,3.59607,3.57866,,,,
PCCB,16.0527,16.0667,17.5935,13.842,14.737,14.35,,,,
SNORA37,0,0,0,0,0,0,,,,
SNORD114-26,0,0,0,0,0,0,,,,
NECAP1,16.3865,16.0949,16.376,14.8692,15.4768,15.4078,,,,
CYP11B1,0,0,0,0,0,0,,,,
TRIM37,17.4145,16.0257,16.6934,16.0043,15.2447,16.3659,,,,
AP4B1,7.37664,7.11164,7.7752,6.59709,6.24809,6.19265,,,,
LCA5L,0.115066,0.146604,0.133789,0.0809833,0.103034,0.080635,,,,
LDOC1L,8.3719,8.54686,7.81805,8.51734,9.0441,9.00332,,,,
SPATA13-AS1,0,0,0,0,0,0,,,,
ANGPTL6,0.155436,0.0479127,0.0655865,0.0529334,0.0932494,0.105412,,,,
PANX3,0,0,0,0,0,0,,,,
FUT6,0.00885786,0.012225,0.00428994,0.00415477,0.00609998,0,,,,
SLC18A1,0,0,0,0,0,0,,,,
MIR92A1,0,0,0,0,0,0,,,,
MAP3K13,14.5328,14.6344,15.7536,16.0561,16.1785,16.0052,,,,
FAM71D,0,0,0,0,0,0,,,,
NBPF20,1.01214,0.974269,0.843757,0.794691,0.805881,0.806396,,,,
LOC100996251,0.0147145,0.00878794,0.00801973,0,0.00190038,0,,,,
ADNP2,5.57727,5.36,5.05927,5.11232,5.52482,5.48152,,,,
JPH1,0.270083,0.201153,0.186166,0.197073,0.233909,0.177438,,,,
REG4,0.0145644,0,0,0,0,0,,,,
ABCB7,12.1177,12.7021,12.904,12.4386,12.2972,12.0324,,,,
TM4SF20,0,0,0,0,0,0,,,,
ZNF410,18.4118,19.0358,19.6466,19.7958,20.5723,19.9986,,,,
MIR6888,0,0,0,0,0,0,,,,
HSF1,47.8527,49.5717,48.8836,44.3034,38.9687,39.9949,,,,
OR1F1,0,0,0,0,0,0,,,,
MROH8,0.634056,0.522916,0.681262,0.476175,0.347568,0.420572,,,,
HSPA7,0.180954,0.138331,0.177523,0.17193,0.179483,0.123638,,,,
OR2T4,0,0.0188226,0.0286286,0.0415899,0.0610552,0,,,,
FUT2,0.0688779,0.0713039,0.0656923,0.0848254,0.0770968,0.0602465,,,,
FAM210B,13.0451,13.7552,13.3933,12.4521,12.1353,12.5478,,,,
NLRX1,4.30245,4.60901,4.50751,4.21163,3.97114,4.12053,,,,
HIST1H2BC,3.46582,2.25851,2.17484,2.71121,3.7621,3.97135,,,,
DCTN2,45.7066,45.0487,49.5432,46.3407,43.1744,43.0318,,,,
CD1B,0,0,0,0,0.0143781,0,,,,
PLA2G1B,0,0,0,0.0975809,0.0477506,0,,,,
LPHN3-AS1,0,0,0,0,0,0,,,,
SLC22A16,0.00930618,0.0088927,0.0101442,0.00982455,0,0,,,,
MIR4635,0,0,0,0,0,0,,,,
PDPN,0.0572586,0.0456361,0.0744002,0.0360088,0.0459991,0.0448175,,,,
MIR4719,0,0,0,0,0,0,,,,
SNORD59A,0,0,0,0,0,0,,,,
GMNN,57.5916,61.4552,59.3644,53.1892,55.8899,52.6944,,,,
KRT83,2.72549,3.06176,3.01236,2.22889,2.17967,1.90083,,,,
SYTL2,3.39552,3.26857,3.03488,2.60727,2.4966,2.45013,,,,
RAB43,3.76387,3.44375,4.04016,3.80976,3.84784,4.0908,,,,
SST,0,0,0,0,0,0,,,,
MROH6,2.24571,1.95368,2.11601,3.0941,2.52814,2.6221,,,,
LPP,6.65608,5.87445,4.96657,5.90625,6.48164,6.70809,,,,
HEMK1,3.17674,3.31944,3.49948,3.40312,3.47119,3.50308,,,,
SPANXN5,0,0,0,0.0493417,0,0,,,,
FSIP2,0.19208,0.168376,0.149678,0.144962,0.191896,0.176251,,,,
ELOVL1,81.0522,86.724,88.9915,85.276,84.0579,83.6856,,,,
SLC35A4,31.7219,34.0362,30.603,30.2341,29.7328,28.592,,,,
MIR5588,0,0,0,0,0,0,,,,
SLC29A1,81.9376,83.646,82.927,80.141,79.7225,79.4158,,,,
CEP164,10.8082,11.1452,10.0231,8.92762,8.60471,8.18214,,,,
MIR4674,0,0,0,0,0,0,,,,
PMCHL1,0,0,0,0,0,0,,,,
GYPE,0,0,0,0,0,0,,,,
DZIP1L,0.521929,0.513443,0.449405,0.35033,0.424242,0.458095,,,,
G2E3,7.67287,7.51438,7.09848,6.35149,7.51088,7.79599,,,,
KIAA0319L,17.0804,16.6758,16.4927,19.0194,18.5023,18.5112,,,,
DHCR7,60.1894,62.0503,61.2212,47.194,47.7843,47.8901,,,,
FSCN3,0.0589538,0.0281672,0.0214208,0.0311188,0.0304556,0,,,,
LOC645638,0.279756,0.611031,0.609893,0.379721,0.247752,0.840196,,,,
RORB,0.0681929,0.0698175,0.0796429,0.0771336,0.140914,0.179204,,,,
LOC101928138,0,0,0,0,0,0,,,,
ASB5,0,0,0,0.00618999,0.00605806,0,,,,
FMO2,0,0,0,0,0,0,,,,
ST7,14.6185,13.5543,14.3975,10.7275,10.7251,10.9985,,,,
SH3TC2,1.91297,1.95957,1.66394,2.27784,2.48405,2.45502,,,,
NAV2-AS5,0,0,0,0,0,0,,,,
RPL13,126.359,131.904,154.123,155.721,151.478,148.502,,,,
TWISTNB,9.96383,10.3278,10.3275,10.5805,11.5148,11.6465,,,,
PLXNA3,14.7744,14.4537,12.5167,14.8887,12.7926,12.9452,,,,
WDR87,0.0018835,0,0,0,0,0,,,,
ZNF441,2.26616,2.16236,2.04989,1.57753,1.83415,1.59946,,,,
BGN,0.00739671,0.0212042,0.0403138,0.00780872,0.0305691,0.136065,,,,
AMN,0.465748,0.527038,0.587848,0.789293,0.582519,0.740806,,,,
OR6F1,0,0,0,0,0,0,,,,
IFIH1,5.44235,5.53606,5.53905,4.62317,4.45913,4.53024,,,,
WDR91,1.97268,1.92087,1.56164,2.20926,2.36367,2.26678,,,,
SLAIN2,13.9765,14.4574,13.7931,14.457,15.7027,16.6732,,,,
C15orf38,5.06076,5.26941,4.51752,4.38345,4.69577,4.646,,,,
FBRSL1,4.38445,4.13864,4.10185,4.72728,4.20701,3.65696,,,,
LINC00630,1.72828,1.64735,1.51562,1.17064,1.20834,1.57083,,,,
LOC101928536,0,0,0,0,0,0,,,,
RGP1,13.2371,12.8793,11.5026,12.2739,13.3482,14.4989,,,,
LOC728989,1.48833,1.16141,1.16228,1.71864,1.60004,1.50943,,,,
CCL7,0,0,0,0,0,0,,,,
ITGA1,5.37777,4.89666,4.91021,6.20026,6.50893,7.13401,,,,
ZNF367,5.94159,5.77261,5.09356,5.67779,7.04379,7.0045,,,,
SNORD97,15.8118,10.0729,8.61782,25.0389,27.228,10.388,,,,
CCDC147-AS1,0.131917,0.0720317,0.246506,0.179055,0.0584128,0.0742853,,,,
EPHA10,0.115427,0.142642,0.0913049,0.0691616,0.0966964,0.0942783,,,,
MIR425,0,0,0,0,0,0,,,,
SNAP29,7.10391,7.07884,7.04212,7.65473,7.70875,7.5394,,,,
CDHR4,0.0583906,0.104618,0.0636485,0.0462323,0.0678704,0.0383613,,,,
SSH2,5.4834,5.97376,4.26157,5.96706,5.57416,5.50604,,,,
GPR18,0,0,0,0,0,0,,,,
LINC00266-1,0.684063,0.704737,0.448561,0.744734,0.789599,0.772428,,,,
IPO8,13.6976,13.8637,12.7683,11.1313,12.4989,12.2035,,,,
R3HDM1,10.4519,10.2798,8.86187,8.04865,8.3687,8.05975,,,,
TGFBRAP1,6.21212,6.13474,5.64526,4.99636,4.77408,4.60037,,,,
NASP,45.9352,45.3194,44.9407,44.5357,46.6242,43.1711,,,,
PYHIN1,0,0.00455274,0,0,0,0,,,,
LONRF1,8.70198,8.85378,9.81136,6.92623,7.20386,7.45527,,,,
GOPC,5.68661,5.28204,5.16969,8.7913,9.86376,10.2325,,,,
EFCAB4A,4.55099,4.96767,4.87702,3.92952,3.11843,3.17826,,,,
MIR4435-1,0,0,0,0,0,0,,,,
MFSD11,2.98609,3.1295,3.14204,3.15893,3.17784,2.97832,,,,
SLC35F2,23.1416,22.3802,22.6962,25.1676,24.9889,25.7403,,,,
LSM12,13.1129,13.6378,13.2401,16.4133,16.7492,17.1629,,,,
DPY19L2P4,0.00304554,0.00436533,0.00829943,0.00482277,0.00314665,0.0120051,,,,
FAM92A1P2,0,0.00351674,0,0.00777051,0,0,,,,
NOC3L,16.1878,15.8015,15.4502,12.5723,13.3633,12.867,,,,
TXNIP,275.199,278.199,331.699,248.784,244.285,247.945,,,,
MINA,10.1178,10.1527,10.1863,7.52839,8.06497,8.02954,,,,
CCNK,26.5198,26.8706,24.5322,26.0238,24.5855,24.1247,,,,
SSH3,7.1055,7.21601,7.4347,7.39666,6.78457,6.78855,,,,
TMEM203,22.1394,23.4061,24.4672,25.1855,24.4586,23.3688,,,,
FAM47A,0,0,0,0,0,0,,,,
LOC100996255,0.322224,0.292512,0.193181,0.221112,0.249692,0.33871,,,,
MT1L,0.113316,0.0360937,0.0411731,0.159504,0.078052,0.0496305,,,,
EGR1,5.57575,5.50616,5.35736,6.71531,6.26867,6.15348,,,,
GRIFIN,0,0,0,0,0,0,,,,
GLI3,1.68008,1.6469,1.49572,1.56641,1.55224,1.52872,,,,
SPSB3,16.8928,17.3485,18.0362,15.2469,13.3428,14.2447,,,,
OTUD6B,5.42545,6.14311,5.19784,4.50817,6.03711,5.91664,,,,
ANXA2,929.966,973.514,1031.79,982.286,972.973,962.625,,,,
EBP,61.6388,66.3896,71.0811,67.1132,63.7753,61.2406,,,,
HSPD1,192.026,201.534,201.796,167.801,178.779,170.326,,,,
CHD5,0.0647445,0.0551794,0.0495929,0.051725,0.0560464,0.062079,,,,
WFDC2,1.29045,1.36523,1.65783,1.55695,1.66661,1.27169,,,,
GCKR,1.51181,1.45262,1.87556,1.16395,1.06147,1.18529,,,,
MRPL46,16.6087,16.5885,18.0132,16.7188,16.0391,15.5996,,,,
ERLIN2,12.0439,12.6023,12.2887,12.4833,12.7024,13.1667,,,,
LDOC1,3.31712,3.94652,3.71586,6.4086,5.96044,5.30605,,,,
NKX2-8,0.0829391,0.0891608,0.0339028,0.0109449,0.0107116,0.054489,,,,
RASL10B,0.0609345,0.0582271,0.0362299,0.0175442,0.0400639,0.0145573,,,,
ACBD3,18.552,18.4528,18.305,19.8091,20.8022,22.3111,,,,
SIGLEC7,0,0,0,0,0,0,,,,
VWC2L-IT1,0,0,0,0,0,0,,,,
KIR2DS3,0,0,0,0,0,0,,,,
SNORD115-8,0,0,0,0,0,0,,,,
KIAA0100,37.168,37.6265,32.8865,27.5666,28.2882,28.5589,,,,
LOC283788,0,0,0,0,0,0,,,,
C9orf163,0.202809,0.267308,0.205825,0.27317,0.187866,0.266482,,,,
ARRB1,5.85394,5.70367,5.84917,6.56373,6.03674,6.47467,,,,
FAM83C,0.0503273,0.0374043,0.0365727,0.029517,0.040443,0.0293901,,,,
MIR32,0,0,0,0,0,0,,,,
ANKRD13C,7.12775,6.85739,6.68606,7.49279,8.04698,8.60497,,,,
SAMD10,7.71998,8.11387,8.12275,6.86688,6.27018,5.66108,,,,
CASD1,2.32066,2.09268,2.04335,2.31672,2.54203,2.83608,,,,
TARSL2,1.29713,1.26767,1.21528,1.05816,1.1796,1.20433,,,,
TRIL,0.00341236,0.0293467,0.0111589,0.0216146,0.0634618,0.0224184,,,,
EXPH5,2.2822,2.13644,1.86254,1.44198,1.41838,1.48792,,,,
ZRANB2-AS1,0,0.0107632,0,0.0118911,0.0349129,0,,,,
FZD10,0,0,0,0,0,0,,,,
LOC100505625,0.0104824,0.015025,0,0,0.00541522,0.0068867,,,,
EIF2AK1,29.2842,29.7614,29.3334,33.2752,32.7949,33.3371,,,,
FBXO39,0.0453324,0.0433183,0.111182,0.0598219,0.093675,0.119129,,,,
LINC00029,0,0,0,0,0,0,,,,
ALG11,2.8033,3.12548,2.46248,2.71378,2.64621,2.91109,,,,
MIR5087,0,0,0,0,0,0,,,,
CA3,0.246481,0.235529,0.245312,0.271524,0.276809,0.168972,,,,
LOC100287834,0,0,0,0,0,0,,,,
GNG11,42.4394,40.5961,45.3917,45.0839,47.0295,47.0903,,,,
SEMA6C,0.892485,0.87581,0.989363,0.845462,0.972012,0.947054,,,,
ERCC8,7.52285,7.31021,6.77273,6.35766,7.01367,6.38311,,,,
SLC35B2,70.4982,72.5205,78.38,93.3429,91.4703,92.5981,,,,
ADCY10P1,0.876444,0.709975,0.71391,0.899278,0.861198,1.04116,,,,
KCNB1,0,0,0,0,0,0.00612604,,,,
MIR8086,0,0,0,0,0,0,,,,
LOC100506271,0.0376696,0.0359959,0.051327,0,0,0.0371221,,,,
DAGLB,12.926,13.3161,13.4596,12.7041,11.6258,12.3807,,,,
BNIP3L,49.1873,47.2899,49.3633,54.6007,60.269,62.0813,,,,
DLST,50.5962,51.5241,52.6414,48.4528,46.3615,46.1346,,,,
EIF2S1,37.7334,38.9411,40.3337,36.7746,39.4894,38.7615,,,,
STS,2.89632,2.75482,2.39415,5.22066,5.58596,5.53225,,,,
KIAA0247,4.29138,4.16474,3.90571,3.65465,3.48775,3.81501,,,,
GRP,0,0,0,0,0,0,,,,
MICAL1,9.74826,10.5713,9.8786,10.8348,9.14853,9.16139,,,,
OR1J1,0,0,0,0,0,0,,,,
STAMBP,9.7022,10.4487,10.0557,10.0589,10.3113,10.5016,,,,
IL5,0,0,0,0.0286823,0.028071,0,,,,
CCDC108,0,0.0103208,0,0,0,0,,,,
PTPRZ1,0.012359,0.00589878,0.00336436,0.0163125,0.00957269,0.00811111,,,,
CREB3L1,36.5966,39.2029,36.2674,40.7287,35.9162,34.1102,,,,
NCK1-AS1,0.664533,0.422042,0.628882,0.577121,0.762196,0.95534,,,,
TTYH1,0.010022,0,0.010619,0,0,0,,,,
TMEM164,15.5495,15.9597,15.257,14.86,15.1441,15.5245,,,,
MIR15B,0,0,0,0,0,0,,,,
RBMY1J,0,0,0,0,0,0,,,,
ENO3,3.04323,3.25157,3.55643,2.4466,2.14466,2.1201,,,,
NDUFA1,280.969,270.355,313.606,301.064,305.492,303.416,,,,
PEBP1,111.327,113.824,115.114,113.351,111.921,110.915,,,,
PTPRO,0,0,0,0.00474597,0,0,,,,
FADS3,40.8599,40.2657,44.2833,30.7563,26.9209,27.9029,,,,
CTR9,22.0143,22.9134,21.4727,20.6259,22.2409,22.1256,,,,
MRPL21,54.1241,57.5595,63.6386,54.5844,53.3337,50.8265,,,,
TSPY2,0,0,0,0,0,0,,,,
INTS2,6.03512,5.77067,5.22863,5.18803,5.48002,5.76371,,,,
7-Sep,52.0218,51.4868,53.3426,56.8838,63.1529,64.3267,,,,
DEFB104B,0,0,0,0,0,0,,,,
SLIRP,195.747,218.035,221.866,200.367,203.365,182.608,,,,
IL2,0,0,0,0,0,0,,,,
CCDC175,0.00688575,0,0,0,0.00711436,0,,,,
C11orf1,9.65897,9.69844,11.7141,8.86891,8.61379,8.54501,,,,
SCRT1,0,0.00442771,0,0,0,0,,,,
C9orf66,0,0,0,0.00677322,0,0,,,,
NUDT16P1,3.63346,3.85612,3.71697,3.34718,3.85821,3.93556,,,,
SKAP2,14.0138,13.5508,13.4207,12.9422,13.0797,13.2135,,,,
NYX,0,0,0.0074469,0,0.00705855,0,,,,
MIR376A2,0,0,0,0,0,0,,,,
DNM1P46,0,0,0,0,0,0,,,,
BOLA2B,11.2945,12.3639,15.549,14.8747,14.77,14.5299,,,,
CHPF2,23.912,24.069,24.0926,26.8068,23.3621,24.3573,,,,
ACSM5,0.00748031,0,0,0,0,0.00982877,,,,
ADCK1,0.849166,0.798869,0.921015,0.56501,0.565082,0.524977,,,,
SAMSN1-AS1,0,0,0,0,0,0,,,,
RNF144A-AS1,0,0.001477,0,0.00815885,0.0239549,0.0304641,,,,
NEUROD2,0,0,0,0,0,0,,,,
FAF1,19.1092,20.0968,20.7122,21.5521,21.6648,21.3615,,,,
PLXNA1,52.5535,52.122,47.6658,57.2446,55.3906,55.6764,,,,
MIR4469,0,0,0,0,0,0,,,,
SNORD11,65.3521,0,0,0,0,0,,,,
ERCC-00164,0,0,0,0,0,0,,,,
PTGES2,28.7095,28.4997,29.7689,18.8711,17.9402,17.4717,,,,
MIR635,0,18.3931,41.9631,0,0,0,,,,
CDH8,0,0,0,0,0,0,,,,
HILPDA,6.47913,6.92487,7.02973,6.89576,6.69265,7.05263,,,,
PLD1,6.72736,6.02834,6.31705,6.64182,6.34883,6.37967,,,,
LARGE,0.0336713,0.0241308,0.0229413,0.00888459,0.0391409,0.0165887,,,,
CARS,95.4297,94.5018,104.361,107.878,97.316,96.3412,,,,
ZNF250,1.40697,1.51982,1.41563,1.51907,1.54991,1.52919,,,,
DHH,0.076648,0.0366212,0.0313312,0.0505734,0.0593946,0.0503559,,,,
C2orf57,0,0,0,0,0,0,,,,
MCM3AP-AS1,1.6666,1.8528,1.15804,1.34909,1.37281,1.24192,,,,
NUCKS1,78.741,77.4927,74.0342,74.076,83.1968,84.3144,,,,
DOPEY2,5.05787,5.14209,4.33895,4.07912,4.46847,4.13035,,,,
BTAF1,13.8264,13.3417,12.2184,12.4101,13.6973,14.2046,,,,
VSIG10L,0.31499,0.360281,0.384972,0.569341,0.512827,0.476591,,,,
LOC642929,0,0,0,0,0,0,,,,
LINC00934,0,0,0,0,0,0,,,,
LOC442132,0,0,0,0,0,0,,,,
ATP13A5,0.00479609,0.004583,0,0,0.00495532,0,,,,
DIDO1,20.7348,20.674,19.8045,22.5703,22.0228,22.4937,,,,
RASSF9,0.426936,0.427867,0.340522,0.340786,0.236693,0.355739,,,,
CHMP4A,17.0647,17.2835,19.1036,16.2821,16.5748,16.0645,,,,
JAG1,19.2433,18.5852,19.1568,51.8607,53.1808,53.7065,,18.9951,52.916,
ZSCAN16,6.15061,6.129,5.74184,6.78761,6.33881,5.86273,,,,
ZNF143,8.94582,8.24821,9.13617,9.01385,8.34077,9.06932,,,,
LOC102723344,0,0,0,0,0.034294,0,,,,
IFT46,8.00478,8.29076,9.21689,8.2424,8.46016,8.42119,,,,
AMER2,0,0,0,0,0,0,,,,
AKAP2,59.6163,58.148,53.0922,54.8202,56.9005,58.3302,,,,
S100A10,558.431,581.258,619.541,604.481,574.331,550.083,,,,
C6orf229,0,0,0,0,0,0,,,,
ABTB1,13.3343,13.5497,15.307,9.62859,8.55278,8.23451,,,,
FMR1NB,0,0,0.0221572,0.0214591,0,0,,,,
DEPDC1,19.0881,19.247,18.5929,15.5049,18.2224,17.9576,,,,
LINC00960,0,0,0,0,0,0,,,,
CRYGD,0,0,0,0,0,0,,,,
